核心客户号,Y107,Y170,Y130,所属机构,性别,年龄,婚姻,学历,从属行业,理财抗风险等级,客户层级,新老客户标记,五级分类,小微客户类型,消费类资产产品,纯消费性微贷标记,纯质押贷款标记,非储投资偏好,高金融资产标记,购买大额他行理财标记,大额消费标记,信用卡高还款标记,信用卡高端消费标记,优质行业标记,高代发额客户标记,潜在高端客户标记,客户贡献度,客户活跃度,客户渠道偏好,客户金融资产偏好,Rank_107
1184875247,0,0,0,东风支行,男,43.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,较低贡献,高活跃,渠道均衡型,活储偏好型,232
1184880918,0,0,0,金牛支行,男,50.0,已婚,本科,,积极成长型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,中活跃,柜台偏好型,活储偏好型,3000
1184888475,1,0,1,西体路支行,男,50.0,,,建筑业,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,渠道均衡型,理财偏好型,4235
1185100034,1,0,0,九眼桥支行,女,53.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,较高活跃,自助设备偏好型,定存偏好型,659
1185123095,0,1,0,青羊支行,女,41.0,,,,,有效户,老客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,,,,,2580
1185550257,0,1,1,骡马市支行,男,65.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,柜台偏好型,资产均衡型,3866
1185784366,0,1,1,分行本级,女,54.0,,,公共管理与社会组织,温和成长型,金卡,老客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,中贡献,中活跃,自助设备偏好型,基债偏好型,4322
1185875622,1,0,0,滨江支行,女,35.0,,,公共管理与社会组织,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,定存偏好型,5471
1185891494,0,1,1,滨江支行,女,46.0,已婚,专科,公共管理与社会组织,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,购买了大额他行理财,,,,,,潜在高端客户,中贡献,较高活跃,自助设备偏好型,基债偏好型,5383
1185913934,1,0,0,东风支行,女,63.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,低活跃,柜台偏好型,定存偏好型,3310
1185987700,0,1,1,金牛支行,女,31.0,,本科,金融业,温和成长型,银卡,老客户,正常类,非小微客户,"其他消费类,住房按揭",,,非储中理财偏好,高金融资产,,,,,从事优质行业,高代发额客户,潜在高端客户,高贡献,高活跃,渠道均衡型,贷款偏好型,1947
1186575936,0,0,0,九眼桥支行,女,36.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,较高活跃,手机银行偏好型,基债偏好型,4360
1186892170,0,0,0,永丰支行,女,40.0,,,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,渠道均衡型,基债偏好型,3565
1186910435,1,0,0,东风支行,男,73.0,,,,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,高贡献,较高活跃,网银偏好型,资产均衡型,4333
1186996877,0,1,1,科华支行,女,61.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,自助设备偏好型,资产均衡型,4378
1187009444,0,1,0,神仙树支行,女,64.0,,,公共管理与社会组织,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,,,,,潜在高端客户,高贡献,中活跃,柜台偏好型,基债偏好型,4895
1187185167,0,0,0,滨江支行,男,63.0,,,,,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,较高活跃,POS交易偏好型,定存偏好型,1210
1187194250,0,1,0,光华支行,女,40.0,已婚,中专或高中,,,银卡,老客户,正常类,非小微客户,住房按揭,,,非储中保险偏好,,,,,,,,,高贡献,中活跃,柜台偏好型,基债偏好型,2524
1188319409,0,0,0,营业部,女,54.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较低贡献,较高活跃,手机银行偏好型,资产均衡型,5343
1188351758,0,1,1,科华支行,女,62.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,网银偏好型,理财偏好型,2466
1188363370,1,0,1,双流支行,女,31.0,,本科,金融业,积极成长型,钻卡,老客户,正常类,非小微客户,住房按揭,,,非储中理财偏好,高金融资产,,大额消费行为,信用卡高还款额,,从事优质行业,高代发额客户,潜在高端客户,高贡献,高活跃,渠道均衡型,定存偏好型,5225
1188396923,0,1,0,清江支行,女,36.0,,,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,柜台偏好型,资产均衡型,3741
1188553458,1,0,0,科华支行,女,48.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,自助设备偏好型,资产均衡型,2219
1189009384,0,0,0,东风支行,女,54.0,,专科,卫生、社会保障和社会福利业,,无效户,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,较高活跃,渠道均衡型,活储偏好型,5215
1189082932,0,0,0,骡马市支行,男,47.0,,,,,金卡,老客户,正常类,非小微客户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,柜台偏好型,基债偏好型,3596
1189441730,1,0,0,金沙支行,女,41.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,手机银行偏好型,资产均衡型,3329
1189626635,0,0,1,科华支行,女,44.0,,专科,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,自助设备偏好型,资产均衡型,3970
1189656369,0,1,1,营业部,女,51.0,未婚,,,温和成长型,钻卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,高贡献,高活跃,网银偏好型,基债偏好型,5307
1190386987,0,0,0,郫县支行,男,76.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,购买了大额他行理财,大额消费行为,,,,,潜在高端客户,较高贡献,高活跃,POS交易偏好型,资产均衡型,137
1190400400,1,0,0,金沙支行,女,59.0,,,公共管理与社会组织,中庸型,银卡,老客户,正常类,小微无贷户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,POS交易偏好型,资产均衡型,256
1190522524,0,0,0,光华支行,女,47.0,,专科,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,渠道均衡型,资产均衡型,5593
1190647916,0,0,0,荷花池支行,男,55.0,,本科,,,银卡,老客户,正常类,小微有贷未结清客户,,,,,,,,,,,,,高贡献,高活跃,网银偏好型,贷款偏好型,210
1190679088,0,1,0,锦江支行,女,38.0,,,,,有效户,新客户,正常类,小微有贷未结清客户,,,,非储中保险偏好,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,基债偏好型,1417
1190679249,0,0,0,经开区支行,女,44.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,渠道均衡型,活储偏好型,290
1190692076,0,0,0,骡马市支行,女,42.0,,,,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,手机银行偏好型,理财偏好型,5209
1190700425,0,0,0,锦兴支行,女,49.0,,,,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,高活跃,网银偏好型,资产均衡型,5250
1190818383,0,0,0,西体路支行,女,47.0,,,建筑业,,无效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,中活跃,柜台偏好型,定存偏好型,5107
1190824152,0,1,0,永丰支行,男,42.0,已婚,本科,,中庸型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,手机银行偏好型,理财偏好型,4086
1191056227,0,0,0,滨江支行,男,44.0,离异,研究生,居民服务和其他服务业,稳健保守型,有效户,老客户,正常类,非小微客户,"消费型微贷,住房按揭",,,,,,,信用卡高还款额,,从事优质行业,高代发额客户,潜在高端客户,高贡献,高活跃,手机银行偏好型,贷款偏好型,2610
1191202556,0,0,0,分行本级,男,35.0,,本科,,中庸型,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,高活跃,手机银行偏好型,基债偏好型,5466
1191827459,1,0,0,蜀汉支行,女,34.0,,本科,,稳健保守型,银卡,新客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,高活跃,自助设备偏好型,定存偏好型,3099
1192095805,0,0,1,建设路支行,女,46.0,,,,积极成长型,银卡,老客户,正常类,非小微客户,,,,非储中基金偏好,高金融资产,,,,,,,潜在高端客户,中贡献,中活跃,POS交易偏好型,基债偏好型,4960
1192154288,0,0,0,营业部,女,26.0,,,,中庸型,金卡,老客户,正常类,小微无贷户,,,,,高金融资产,,,,,,,潜在高端客户,高贡献,高活跃,渠道均衡型,活储偏好型,264
1192401234,1,0,1,德阳分行,女,32.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,高贡献,高活跃,渠道均衡型,定存偏好型,3291
1192424256,0,0,0,清江支行,男,35.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,高代发额客户,潜在高端客户,中贡献,较高活跃,自助设备偏好型,定存偏好型,693
1193151909,1,1,0,西体路支行,女,55.0,,,居民服务和其他服务业,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,较高贡献,较高活跃,渠道均衡型,资产均衡型,1609
1193315222,0,0,0,永丰支行,男,46.0,,,,,银卡,老客户,正常类,小微有贷未结清客户,,,,,高金融资产,,,信用卡高还款额,信用卡高消费额,,,潜在高端客户,高贡献,高活跃,网银偏好型,贷款偏好型,2695
1193485276,0,0,1,科华支行,女,32.0,,,文化、体育、娱乐业,中庸型,有效户,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,较低贡献,高活跃,渠道均衡型,活储偏好型,5203
1193531779,0,0,0,锦兴支行,女,45.0,,,卫生、社会保障和社会福利业,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,手机银行偏好型,资产均衡型,4698
1193595557,0,0,0,九眼桥支行,男,32.0,,,,,钻卡,老客户,正常类,小微有贷未结清客户,其他消费类,,,,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,网银偏好型,贷款偏好型,768
1194437531,0,0,1,神仙树支行,男,40.0,,,,积极成长型,有效户,老客户,正常类,非小微客户,,,,非储中基金偏好,,,,,,,,,较低贡献,较高活跃,渠道均衡型,基债偏好型,231
1194606244,0,1,1,营业部,女,51.0,,,公共管理与社会组织,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较低贡献,较高活跃,渠道均衡型,基债偏好型,1255
1194984010,0,0,0,建设路支行,女,34.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,较高活跃,自助设备偏好型,定存偏好型,4564
1195121677,0,1,0,金沙支行,男,36.0,,,,稳健保守型,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,低贡献,高活跃,手机银行偏好型,理财偏好型,5438
1195205438,0,1,1,滨江支行,女,48.0,,,,稳健保守型,银卡,新客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,低贡献,高活跃,网银偏好型,基债偏好型,2952
1195245189,1,1,1,神仙树支行,女,43.0,,,公共管理与社会组织,温和成长型,银卡,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较低贡献,较高活跃,手机银行偏好型,基债偏好型,3105
1195338280,0,1,0,科华支行,男,35.0,,,,,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,高代发额客户,潜在高端客户,较低贡献,低活跃,柜台偏好型,基债偏好型,2290
1195352094,1,0,0,东风支行,女,54.0,已婚,,,中庸型,私人,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,高贡献,高活跃,POS交易偏好型,资产均衡型,1135
1195647748,0,0,0,骡马市支行,女,51.0,,,公共管理与社会组织,稳健保守型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,5319
1195658176,0,0,0,骡马市支行,男,42.0,,,批发和零售业,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,中活跃,POS交易偏好型,理财偏好型,2519
1195919367,1,0,0,骡马市支行,女,52.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,渠道均衡型,理财偏好型,1055
1196359882,0,1,1,西体路支行,女,79.0,,,,稳健保守型,银卡,老客户,正常类,小微无贷户,,,,非储中保险偏好,,,,,,,,,较低贡献,较高活跃,自助设备偏好型,基债偏好型,3830
1196361070,0,0,0,永丰支行,男,31.0,,,,,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,中贡献,较高活跃,渠道均衡型,定存偏好型,3857
1196435227,0,1,0,建设路支行,女,54.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,自助设备偏好型,理财偏好型,450
1196467737,0,0,0,滨江支行,女,53.0,,,公共管理与社会组织,,银卡,老客户,正常类,小微无贷户,,,,,,,,,,,,,较低贡献,高活跃,手机银行偏好型,定存偏好型,5299
1196504136,0,1,0,荷花池支行,女,46.0,,,,,钻卡,老客户,正常类,非小微客户,,,,非储中保险偏好,高金融资产,,,信用卡高还款额,,,,潜在高端客户,较高贡献,较高活跃,手机银行偏好型,基债偏好型,3767
1196541159,0,1,0,金牛支行,女,61.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,自助设备偏好型,资产均衡型,4064
1196593478,0,0,0,聚龙路支行,男,36.0,,,,稳健保守型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,高活跃,手机银行偏好型,资产均衡型,1056
1196947240,0,1,1,科华支行,男,60.0,,,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,,,,,,潜在高端客户,高贡献,较高活跃,网银偏好型,资产均衡型,353
1197108524,0,1,0,郫县支行,女,33.0,,,,,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较高贡献,较高活跃,柜台偏好型,定存偏好型,5349
1197111089,0,1,0,西体路支行,,,,,,,,,,,,,,,,,,,,,,,,,,,3877
1197245431,0,0,0,分行公用,女,56.0,,专科,,稳健保守型,有效户,新客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,低贡献,较高活跃,手机银行偏好型,资产均衡型,5420
1197390872,0,0,0,金沙支行,男,41.0,已婚,专科,居民服务和其他服务业,中庸型,银卡,老客户,正常类,非小微客户,住房按揭,,,,,,,信用卡高还款额,,,,潜在高端客户,高贡献,高活跃,网银偏好型,贷款偏好型,4720
1197409069,0,0,0,营业部,女,46.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,较高活跃,自助设备偏好型,活储偏好型,5354
1197480516,0,0,0,永丰支行,女,50.0,,,,温和成长型,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,较高贡献,高活跃,POS交易偏好型,定存偏好型,4138
1197619905,0,0,0,高新支行,男,36.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,POS交易偏好型,定存偏好型,4522
1197650655,0,0,0,滨江支行,男,48.0,,,,,银卡,老客户,正常类,非小微客户,,,,,,,,,,,,,高贡献,低活跃,POS交易偏好型,定存偏好型,3521
1197961569,1,0,0,永丰支行,女,56.0,,本科,,中庸型,钻卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,高贡献,高活跃,POS交易偏好型,资产均衡型,4125
1198477540,0,0,1,金沙支行,男,73.0,,,公共管理与社会组织,积极成长型,金卡,老客户,正常类,非小微客户,,,,非储中理财偏好,高金融资产,,大额消费行为,,,,,潜在高端客户,较高贡献,较高活跃,渠道均衡型,理财偏好型,573
1198522649,0,0,0,神仙树支行,女,42.0,,,,中庸型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,较高贡献,较高活跃,网银偏好型,资产均衡型,612
1198572053,0,1,0,锦兴支行,女,33.0,,,,,有效户,老客户,正常类,非小微客户,,,,非储中保险偏好,,,,,,,,,较高贡献,中活跃,自助设备偏好型,定存偏好型,3809
1198614095,1,0,0,骡马市支行,男,73.0,,,,稳健保守型,银卡,老客户,正常类,非小微客户,,,,非储中理财偏好,,,,,,,,,中贡献,较高活跃,手机银行偏好型,资产均衡型,2698
1198881411,0,0,0,建设路支行,女,76.0,,,,,有效户,老客户,正常类,非小微客户,,,,,,,,,,,,,低贡献,较高活跃,柜台偏好型,定存偏好型,2935
